Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Event_Year
SEA01IA039,2001-01-16,"Seattle, WA",United States,,,SEA,Seattle-Tacoma International,INCIDENT,,N8084U,McDonnell Douglas,DC-8,NSCH,Emery Worldwide Airlines,0,0,4.0,IMC,APPROACH,2001
MIA01IA129,2001-04-26,"Nashville, TN",United States,,,BNA,Nashville International,INCIDENT,Minor,N8076U,McDonnell Douglas,DC-8,SCHD,"Emery Worldwide Airlines, Inc.",0,0,3.0,VMC,LANDING,2001
ANC96FA072,1996-05-16,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,NON-FATAL,Substantial,N614FE,McDonnell Douglas,MD-11,NSCH,FEDERAL EXPRESS,0,0,1.0,VMC,APPROACH,1996
DCA02MA039,2002-06-03,"Subic Bay, Philippines",Philippines,,,RPLB,Subic Bay International,NON-FATAL,Substantial,N588FE,McDonnell Douglas,MD-11,NSCH,FEDERAL EXPRESS CORP,0,0,2.0,IMC,DESCENT,2002
DCA13CA035,2012-12-26,"Memphis, TN",United States,35.0425,-89.976667,KMEM,Memphis,NON-FATAL,Substantial,N612FE,McDonnell Douglas,MD-11,SCHD,FEDERAL EXPRESS CORP,0,0,3.0,IMC,STANDING,2012
DCA02MA042,2002-06-02,"Subic Bay, Philippines",Philippines,,,SFS,Subic Bay International,NON-FATAL,Substantial,N601FE,McDonnell Douglas,MD-11,NSCH,FEDERAL EXPRESS CORP,0,0,2.0,VMC,APPROACH,2002
SEA02IA092,2002-05-31,"SEATAC, WA",United States,47.461111,-122.301667,SEA,Seattle-Tacoma International,INCIDENT,Minor,N608FE,McDonnell Douglas,MD-11,SCHD,Federal Express Corp.,0,0,2.0,VMC,STANDING,2002
ENG12IA012,2012-02-13,"Portland, OR",United States,45.589166,-122.605556,PWM,PORTLAND INTL JETPORT,INCIDENT,Minor,N304FE,McDonnell Douglas,DC-10,SCHD,FEDERAL EXPRESS CORPORATION,0,0,,UNK,TAKEOFF,2012
MIA99LA220,1999-08-07,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,NON-FATAL,Substantial,N68058,McDonnell Douglas,DC-10,NSCH,FEDERAL EXPRESS CORPORATION (DBA: FEDERAL EXPRESS),0,0,5.0,VMC,APPROACH,1999
MIA97LA125,1997-04-09,"MEMPHIS, TN",United States,,,,,NON-FATAL,Substantial,N310FE,McDonnell Douglas,DC-10,NSCH,FEDERAL EXPRESS CORPORATION (DBA: FEDEX),0,0,6.0,VMC,UNKNOWN,1997
DCA97MA055,1997-07-31,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL AIRP,NON-FATAL,Destroyed,N611FE,McDonnell Douglas,MD-11,NSCH,"FEDERAL EXPRESS, INC.",0,0,0.0,VMC,LANDING,1997
NYC00LA005,1999-10-05,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,NON-FATAL,Substantial,N606FE,McDonnell Douglas,MD-11,NSCH,FEDEX,0,0,2.0,VMC,LANDING,1999
DCA06FA033,2006-04-04,"Memphis, TN",United States,,,KMEM,Memphis International Airport,NON-FATAL,Substantial,N386FE,McDonnell Douglas,DC-10,NSCH,FEDEX EXPRESS,0,0,3.0,VMC,CLIMB,2006
MIA97IA206,1997-07-04,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,INCIDENT,Minor,N27UA,McDonnell Douglas,DC-8,NSCH,FINE AIRLINES,0,0,3.0,VMC,UNKNOWN,1997
DCA97MA053,1997-06-21,"HONOLULU, HI",United States,,,KHNL,HONOLULU INTERNATIONAL,NON-FATAL,Substantial,EICDK,McDonnell Douglas,MD-11,SCHD,GARUDA INDONESIAN AIRWAYS PT,0,0,308.0,VMC,LANDING,1997
NYC03IA117,2003-05-30,"Jamaica, NY",United States,40.645555,-73.754444,JFK,John F. Kennedy International,INCIDENT,Minor,N703GC,McDonnell Douglas,MD-11,SCHD,GEMINI AIR CARGO INC,0,0,3.0,VMC,LANDING,2003
LAX98IA085,1998-02-09,"HONOLULU, HI",United States,,,HNL,HONOLULU INTERNATIONAL,INCIDENT,Minor,N601AP,McDonnell Douglas,DC-9,SCHD,"HAWAIIAN AIRLINES, INC. (DBA: HAWAIIAN AIRLINES, INC.)",0,0,144.0,VMC,TAKEOFF,1998
SEA99LA016,1998-11-29,"IDAHO CITY, ID",United States,,,,,NON-FATAL,Substantial,N977LF,McDonnell Douglas,MD-90,NSCH,"IDAHO HELICOPTERS, INC.",0,0,4.0,VMC,CLIMB,1998
NYC97LA155,1997-07-25,ATLANTIC OCEAN,,,,,,NON-FATAL,,N831LA,McDonnell Douglas,DC-10,SCHD,"LAKER AIRWAYS,  INC",0,1,320.0,VMC,CLIMB,1997
CHI08IA182,2008-07-07,"St. Louis, MO",United States,38.748611,-90.37,KMDW,Chicago Midway International,INCIDENT,Minor,N804ME,McDonnell Douglas,MD-80,NSCH,"Midwest Airlines, Inc.",0,0,51.0,VMC,TAKEOFF,2008
DCA02MA029,2002-03-22,int'l waters,,,,,,NON-FATAL,Minor,N234NW,McDonnell Douglas,DC-10,SCHD,Northwest Airlines,0,1,257.0,VMC,DESCENT,2002
CEN09LA093,2008-12-03,"Madison, WI",United States,43.139722,-89.3375,MSN,Dane County Regional Airport,NON-FATAL,Substantial,N782NC,McDonnell Douglas,DC-9,SCHD,NORTHWEST AIRLINES INC,0,0,57.0,IMC,TAXI,2008
CHI97IA195,1997-07-05,"FLINT, MI",United States,,,,,INCIDENT,Minor,N963N,McDonnell Douglas,DC-9,SCHD,"NORTHWEST AIRLINES, INC.",0,0,52.0,IMC,CRUISE,1997
CHI01IA046A,2000-12-13,"Chicago, IL",United States,,,ORD,O'Hare International Airport,INCIDENT,Minor,N9342,McDonnell Douglas,DC-9,SCHD,"Northwest Airlines, Inc. (DBA: Northwest Airlines)",0,0,249.0,IMC,STANDING,2000
DCA08FA062,2008-05-19,,United States,15.833333,152.141666,,,NON-FATAL,,N720AX,McDonnell Douglas,DC-10,NSCH,Omni Air International,0,1,157.0,VMC,,2008
MIA07IA088,2007-05-02,"Atlanta, GA",United States,33.636666,-84.428056,ATL,Hartsfield - Jackson Atlanta,INCIDENT,,N270AX,McDonnell Douglas,DC-10,NSCH,OMNI AIR INTERNATIONAL INC,0,0,306.0,VMC,DESCENT,2007
CHI97FA083,1997-03-14,"DETROIT, MI",United States,,,DTW,METRO-WAYNE COUNTY,NON-FATAL,Substantial,N753RA,McDonnell Douglas,DC-9,SCHD,RENO AIR,0,0,111.0,IMC,TAKEOFF,1997
LAX97LA073,1996-12-22,"LAS VEGAS, NV",United States,,,LAS,MCCARRAN INTERNATIONAL,NON-FATAL,,N151SY,McDonnell Douglas,DC-10,NSCH,"SUN COUNTRY AIRLINES, INC.",0,1,339.0,VMC,TAXI,1996
FTW97IA365,1997-09-25,"NEW ORLEANS, LA",United States,,,,,INCIDENT,,N931TW,McDonnell Douglas,DC-9,SCHD,TRANS WORLD AIRLINES,0,0,135.0,VMC,LANDING,1997
CHI98IA275,1998-07-25,"SAINT LOUIS, MO",United States,,,STL,LAMBERT ST. LOUIS,INCIDENT,Minor,N9620D,McDonnell Douglas,MD-80,SCHD,TRANS WORLD AIRLINES,0,0,148.0,VMC,TAXI,1998
CHI97LA060,1997-01-28,"CAPE GIRARDEAU, MO",United States,,,,,NON-FATAL,,N414EA,McDonnell Douglas,DC-9,SCHD,TRANS WORLD AIRLINES (DBA: TWA),0,1,110.0,VMC,DESCENT,1997
CHI98IA167,1998-04-11,"WASHINGTON, DC",United States,,,,,INCIDENT,,N951U,McDonnell Douglas,MD-80,SCHD,TRANS WORLD AIRLINES (DBA: TWA),0,0,84.0,VMC,TAKEOFF,1998
CHI01IA211,2001-07-12,"Whiteman AFB, MO",United States,,,SZL,WHITEMAN AFB,INCIDENT,Minor,N9413T,McDonnell Douglas,MD-80,SCHD,"Trans World Airlines, LLC (DBA: Trans World Airlines)",0,0,138.0,VMC,CRUISE,2001
CHI02LA170,2002-06-16,"Kansas City, MO",United States,39.297777,-94.713889,MCI,Kansas City International,NON-FATAL,Substantial,N140NJ,McDonnell Douglas,DC-9,SCHD,Vanguard Airlines Inc.,0,0,123.0,VMC,LANDING,2002
MIA96FA068A,1996-01-23,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,NON-FATAL,Substantial,PPSPE,McDonnell Douglas,MD-11,SCHD,VIACAO AEREA SAO PAULO SA (DBA: VASP BRAZILIAN AIRLINES),0,0,459.0,VMC,TAXI,1996
ANC05IA064,2005-04-28,"Anchorage, AK",United States,61.174445,-149.996389,,,INCIDENT,Minor,N277WA,McDonnell Douglas,MD-11,NSCH,WORLD AIRWAYS INC (DBA: World Airways),0,0,201.0,VMC,CRUISE,2005
SEA07TA181,2007-06-25,"Tehachapi, CA",United States,35.004444,-118.5975,,,NON-FATAL,Substantial,N450AX,McDonnell Douglas,DC-10,,,0,0,3.0,VMC,MANEUVERING,2007
LAX04LA333,2004-09-08,"Mesa, AZ",United States,33.473056,-111.726667,AZ81,Boeing Heliport,NON-FATAL,Substantial,N9016W,McDonnell Douglas,MD-90,,,0,0,1.0,VMC,TAKEOFF,2004
DEN02LA019,2002-01-11,"Aurora, CO",United States,,,,,NON-FATAL,Substantial,N902AM,McDonnell Douglas,MD-90,,,0,0,3.0,VMC,DESCENT,2002
CHI98LA053,1997-11-21,"SYRACUSE, NY",United States,,,SYR,SYRACUSE HANCOCK INT'L,NON-FATAL,Substantial,N564PC,McDonnell Douglas,DC-9,,,0,0,2.0,VMC,TAKEOFF,1997
DEN08RA132,2008-08-02,"Fretin, France",France,50.633333,3.05,,,NON-FATAL,Minor,,McDonnell Douglas,MD-90,,,0,0,3.0,VMC,,2008
ANC04IA115,2004-09-26,"Anchorage, AK",United States,61.179445,-149.983333,PANC,Ted Stevens Anchorage Intl.,INCIDENT,,N16894,McDonnell Douglas,MD-80,,,0,0,131.0,VMC,TAKEOFF,2004
NYC04TA103,2004-04-10,"Atlantic Ocean, AO",United States,60.0,-60.0,,,NON-FATAL,Substantial,N14075,McDonnell Douglas,DC-10,,,0,0,252.0,VMC,CRUISE,2004
DCA99WA063,1999-06-24,"POINTE A PITRE, France",France,,,,,INCIDENT,,N607GC,McDonnell Douglas,DC-10,SCHD,,0,0,3.0,UNK,,1999
CHI99IA100A,1999-03-02,"SALINA, KS",United States,,,,,INCIDENT,,N40061,McDonnell Douglas,DC-10,SCHD,,0,0,6.0,VMC,CRUISE,1999
FTW98IA158,1998-03-24,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,INCIDENT,Minor,N1836U,McDonnell Douglas,DC-10,SCHD,,0,0,299.0,VMC,TAKEOFF,1998
CHI95IA204,1995-06-26,"GREEN BAY, WI",United States,,,,,INCIDENT,,N131AA,McDonnell Douglas,DC-10,SCHD,,0,0,100.0,VMC,CRUISE,1995
NYC00WA260,2000-09-07,"AMSTERDAM, Netherlands",Netherlands,,,,,INCIDENT,Minor,N15069,McDonnell Douglas,DC-10,SCHD,,0,0,243.0,UNK,,2000
NYC00IA250,2000-09-05,"NEWARK, NJ",United States,,,EWR,NEWARK INTL,INCIDENT,Minor,N14090,McDonnell Douglas,DC-10,SCHD,,0,0,244.0,VMC,TAKEOFF,2000
DCA00WA016,1999-12-21,"GUATEMALA CITY, Guatemala",Guatemala,,,,,FATAL,Destroyed,,McDonnell Douglas,DC-10,NSCH,,18,10,261.0,UNK,,1999
DCA99WA004,1998-10-13,"AMSTERDAM, Netherlands",Netherlands,,,,,INCIDENT,Minor,N230NW,McDonnell Douglas,DC-10,SCHD,,0,0,,UNK,,1998
DCA98WA088,1998-09-20,"SHANNON, Ireland",Ireland,,,,,INCIDENT,Minor,N14063,McDonnell Douglas,DC-10,SCHD,,0,0,3.0,UNK,,1998
DCA99WA029,1998-03-08,"MANCHESTER, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,N68065,McDonnell Douglas,DC-10,SCHD,,0,0,253.0,UNK,,1998
NYC00LA086,2000-03-01,"NEWARK, NJ",United States,,,EWR,NEWARK INTL AIRPORT,NON-FATAL,Substantial,N302FE,McDonnell Douglas,DC-10,NSCH,,0,0,3.0,VMC,TAXI,2000
LAX00FA041,1999-11-07,"HONOLULU, HI",United States,,,,,NON-FATAL,Substantial,N602GC,McDonnell Douglas,DC-10,NSCH,,0,0,5.0,VMC,CLIMB,1999
DCA98WA007,1997-11-18,"MWANZA AIRPORT, Tanzania",Tanzania,,,,,NON-FATAL,Substantial,,McDonnell Douglas,DC-8,NSCH,,0,0,,UNK,,1997
CHI99IA115,1999-03-21,"GRAND RAPIDS, MI",United States,,,,,INCIDENT,,N600ME,McDonnell Douglas,DC-9,SCHD,,0,0,64.0,IMC,CRUISE,1999
DCA95RA013,1995-01-11,"MARIA LA BAJA, Colombia",Colombia,,,,,FATAL,Destroyed,,McDonnell Douglas,DC-9,SCHD,,52,1,0.0,VMC,,1995
CHI97IA212,1997-07-12,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,INCIDENT,,N9348,McDonnell Douglas,DC-9,NSCH,,0,0,75.0,VMC,APPROACH,1997
CHI97IA072,1997-02-20,"DES MOINES, IA",United States,,,,,INCIDENT,Minor,N93S,McDonnell Douglas,DC-9,SCHD,,0,0,36.0,VMC,CRUISE,1997
DCA95RA024,1995-03-17,"BARRANQUILLA, Colombia",Colombia,,,,,NON-FATAL,Destroyed,,McDonnell Douglas,DC-9,UNK,,0,0,4.0,VMC,,1995
CHI99FA208,1999-07-02,"MILWAUKEE, WI",United States,,,MKE,GENERAL MITCHELL INTL,NON-FATAL,Substantial,N502ME,McDonnell Douglas,DC-9,SCHD,,0,0,9.0,VMC,STANDING,1999
CHI99IA136,1999-04-09,"DUBUQUE, IA",United States,,,,,INCIDENT,,N205ME,McDonnell Douglas,DC-9,SCHD,,0,0,91.0,IMC,CRUISE,1999
DCA98RA021,1998-02-02,"PHILIPPINE ISLA, Philippines",Philippines,,,,,FATAL,Destroyed,,McDonnell Douglas,DC-9,SCHD,,104,0,0.0,UNK,,1998
DCA98RA003,1997-10-10,"NUEVO BERLIN, Uruguay",Uruguay,,,,,FATAL,Destroyed,,McDonnell Douglas,DC-9,SCHD,,75,0,0.0,UNK,,1997
ATL96IA056,1996-02-28,"SAVANNAH, GA",United States,,,SAV,SAVANNAH INTERNATIONAL,INCIDENT,,N936VV,McDonnell Douglas,DC-9,SCHD,,0,0,80.0,VMC,LANDING,1996
FTW96IA066,1995-12-12,"DFW AIRPORT, TX",United States,,,,,INCIDENT,,N930VV,McDonnell Douglas,DC-9,SCHD,,0,0,59.0,VMC,TAKEOFF,1995
CHI98LA058,1997-12-07,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,NON-FATAL,,N774NC,McDonnell Douglas,DC-9,SCHD,,0,1,126.0,UNK,TAXI,1997
LAX00FA229,2000-06-14,"Lihue, Kauai, HI",United States,21.976111,-159.338889,LIH,Lihue,NON-FATAL,Substantial,N649HA,McDonnell Douglas,DC-9,SCHD,,0,0,137.0,VMC,LANDING,2000
CHI00IA009,1999-10-14,"CHICAGO, IL",United States,,,MDW,CHICAGO MIDWAY AIRPORT,INCIDENT,,N766NC,McDonnell Douglas,DC-9,SCHD,,0,0,105.0,VMC,TAKEOFF,1999
MIA98LA002,1997-10-01,"CROSS CITY, FL",United States,,,,,NON-FATAL,,N33502,McDonnell Douglas,DC-9,SCHD,,0,1,91.0,IMC,CRUISE,1997
CHI01WA015,2000-10-10,"SANTO DOMINGO, Dominican Republic",Dominican Republic,,,,,INCIDENT,,N963TW,McDonnell Douglas,DC-9,SCHD,,0,0,25.0,UNK,,2000
CHI95IA142,1995-05-01,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,INCIDENT,Minor,N1811U,McDonnell Douglas,DC-10,SCHD,,0,0,192.0,VMC,TAKEOFF,1995
DCA98WA032,1998-03-08,"KOLN-BONN, Germany",Germany,,,,,INCIDENT,,N812UP,McDonnell Douglas,DC-8,SCHD,,0,0,3.0,UNK,,1998
CHI00IA087,2000-01-31,"MILWAUKEE, WI",United States,,,MKE,GENERAL MITCHELL INTL APT,INCIDENT,Minor,N203ME,McDonnell Douglas,DC-9,SCHD,,0,0,91.0,UNK,STANDING,2000
DCA99WA085,1999-09-18,"SHANNON, Ireland",Ireland,,,,,INCIDENT,Minor,N272WA,McDonnell Douglas,MD-11,SCHD,,0,0,,UNK,,1999
DCA99RA073,1999-08-23,"HONG KONG, China",China,,,,,NON-FATAL,Destroyed,,McDonnell Douglas,MD-11,SCHD,,0,0,117.0,UNK,,1999
DCA99WA072,1999-08-08,"SHANGHAI, China",China,,,,,NON-FATAL,Substantial,,McDonnell Douglas,MD-11,SCHD,,0,0,191.0,VMC,,1999
DCA99RA056,1999-04-15,"SHANGHAI, China",China,,,,,FATAL,Destroyed,,McDonnell Douglas,MD-11,SCHD,,3,0,,IMC,,1999
DCA99WA036,1998-12-25,"SHANGHAI, China",China,,,,,INCIDENT,Substantial,,McDonnell Douglas,MD-11,SCHD,,0,0,,UNK,,1998
DCA99WA013,1998-11-27,,Singapore,,,,,INCIDENT,Minor,,McDonnell Douglas,MD-11,UNK,,0,0,0.0,UNK,,1998
DCA98RA086,1998-09-10,"SHANGHAI, China",China,,,SHA,HONGQIAO,INCIDENT,Substantial,,McDonnell Douglas,MD-11,SCHD,,0,0,129.0,VMC,,1998
DCA98WA055,1998-06-14,"MANILA, Philippines",Philippines,,,,,NON-FATAL,,,McDonnell Douglas,MD-11,SCHD,,0,0,252.0,UNK,,1998
DCA98WA005,1997-10-24,"MONTEVIDEO, Uruguay",Uruguay,,,,,UNAVAILABLE,Substantial,N275WA,McDonnell Douglas,MD-11,SCHD,,0,0,,UNK,,1997
DCA97RA050,1997-06-08,"NAGOYA, Japan",Japan,,,,,NON-FATAL,Minor,,McDonnell Douglas,MD-11,SCHD,,0,4,167.0,UNK,,1997
IAD97IA018,1996-11-07,"DAYTON, OH",United States,,,,,INCIDENT,,N814DE,McDonnell Douglas,MD-11,SCHD,,0,0,209.0,UNK,CRUISE,1996
DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Argentina,,,,,INCIDENT,Minor,N271W,McDonnell Douglas,MD-11,SCHD,,0,0,282.0,UNK,,1996
LAX96FA206,1996-05-25,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,NON-FATAL,Substantial,HL737,McDonnell Douglas,MD-11,SCHD,,0,0,2.0,VMC,LANDING,1996
NYC95LA083,1995-04-02,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY INTL,NON-FATAL,,N1768D,McDonnell Douglas,MD-11,SCHD,,0,2,74.0,VMC,TAXI,1995
DCA00WA054,2000-05-25,"PARIS, France",France,,,,,NON-FATAL,Substantial,,McDonnell Douglas,MD-80,SCHD,,0,0,153.0,UNK,,2000
ATL99LA049,1999-02-08,"RALEIGH, NC",United States,,,RDU,RALEIGH DURHAM INTER,NON-FATAL,,N433AA,McDonnell Douglas,MD-80,SCHD,,0,1,133.0,VMC,DESCENT,1999
LAX98IA061,1997-12-19,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO,INCIDENT,,N932AS,McDonnell Douglas,MD-80,SCHD,,0,0,75.0,VMC,TAXI,1997
SEA97IA040,1996-12-20,"SEATTLE, WA",United States,,,SEA,SEATTLE-TACOMA INTL,INCIDENT,Minor,N941AS,McDonnell Douglas,MD-80,SCHD,,0,0,144.0,VMC,TAXI,1996
ANC97IA011,1996-12-05,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,INCIDENT,Minor,N954AS,McDonnell Douglas,MD-80,SCHD,,0,0,112.0,VMC,TAXI,1996
ANC00IA088,2000-07-11,"ANCHORAGE, AK",United States,61.179445,-149.983333,ANC,ANCHORAGE INTL,INCIDENT,,N935AS,McDonnell Douglas,MD-80,SCHD,,0,0,107.0,VMC,APPROACH,2000
DCA99MA060,1999-06-01,"LITTLE ROCK, AR",United States,,,LIT,ADAMS FIELD,FATAL,Destroyed,N215AA,McDonnell Douglas,MD-80,SCHD,,11,45,24.0,IMC,LANDING,1999
DCA99WA035,1999-01-28,"NAPLES, Italy",Italy,,,,,UNAVAILABLE,Substantial,,McDonnell Douglas,MD-80,SCHD,,0,0,,UNK,,1999
LAX97IA170,1997-04-28,"TUCSON, AZ",United States,,,KTUS,TUCSON INTERNATIONAL,INCIDENT,Minor,N470AA,McDonnell Douglas,MD-80,SCHD,,0,0,123.0,VMC,TAKEOFF,1997
DCA97WA043,1997-04-27,"JINAN, China",China,,,,,UNAVAILABLE,Substantial,,McDonnell Douglas,MD-80,UNK,,0,0,,UNK,,1997
IAD97IA048,1997-02-17,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,INCIDENT,Minor,N34838,McDonnell Douglas,MD-80,SCHD,,0,0,147.0,IMC,LANDING,1997
FTW96IA235,1996-06-03,"CHILDRESS, TX",United States,,,,,INCIDENT,,N493AA,McDonnell Douglas,MD-80,SCHD,,0,0,59.0,IMC,CRUISE,1996
DCA99WA048,1999-03-15,"POHANG, Korea, Republic Of","Korea, Republic Of",,,,,UNAVAILABLE,Substantial,,McDonnell Douglas,MD-80,UNK,,0,0,,UNK,,1999
DCA98WA051,1998-06-06,"ANTALYA, France",France,,,,,NON-FATAL,,,McDonnell Douglas,MD-80,SCHD,,0,0,173.0,UNK,,1998
DCA98WA039,1997-11-23,"PARIS, France",France,,,,,INCIDENT,,,McDonnell Douglas,MD-80,SCHD,,0,0,138.0,UNK,,1997
LAX97IA209,1997-06-17,"LAS VEGAS, NV",United States,,,,,INCIDENT,Minor,N875RA,McDonnell Douglas,MD-80,SCHD,,0,0,145.0,VMC,TAKEOFF,1997
LAX97LA072,1996-12-22,"SAN JOSE, CA",United States,,,,,NON-FATAL,,N590AA,McDonnell Douglas,MD-80,SCHD,,0,1,119.0,VMC,DESCENT,1996
DCA96MA008,1995-11-12,"EAST GRANBY, CT",United States,,,BDL,BRADLEY INTERNATIONAL,NON-FATAL,Substantial,N566AA,McDonnell Douglas,MD-80,SCHD,,0,0,77.0,IMC,APPROACH,1995
NYC00IA100A,2000-03-24,"BOSTON, MA",United States,,,BOS,LOGAN INT'L AIRPORT,INCIDENT,Minor,N944DL,McDonnell Douglas,MD-80,SCHD,,0,0,202.0,VMC,TAXI,2000
NYC99IA231,1999-09-17,"COVINGTON, KY",United States,,,,,INCIDENT,Minor,N947DL,McDonnell Douglas,MD-80,SCHD,,0,0,118.0,VMC,CLIMB,1999
NYC97LA095,1997-05-13,"FLUSHING, NY",United States,,,LGA,LAGUARDIA,NON-FATAL,Minor,N984DL,McDonnell Douglas,MD-80,SCHD,,0,1,111.0,VMC,STANDING,1997
DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,,,PNS,PENSACOLA REGIONAL,FATAL,Substantial,N927DA,McDonnell Douglas,MD-80,SCHD,,2,2,135.0,VMC,TAKEOFF,1996
DCA99RA074,1999-08-24,"HUALIEN, Taiwan",Taiwan,,,,,FATAL,Destroyed,,McDonnell Douglas,MD-90,SCHD,,1,13,68.0,UNK,,1999
FTW95IA126A,1995-02-27,"DALLAS-FT WORTH, TX",United States,,,DFW,DALLAS-FORT WORTH INTL,INCIDENT,,N1763,McDonnell Douglas,MD-11,SCHD,,0,0,78.0,VMC,LANDING,1995
DCA98WA017,1997-12-02,"PARIS, France",France,,,,,INCIDENT,Minor,,McDonnell Douglas,MD-80,SCHD,,0,0,,UNK,,1997
DCA16WA017,2015-11-02,"San Luis Potosi, Mexico",Mexico,,,MMSP,Ponciano Arriaga Intl Airport,INCIDENT,Minor,N73444,McDonnell Douglas,DC-9,,,0,0,3.0,,TAKEOFF,2015
FTW03RA033,2002-10-31,"Monterrey, Mexico",Mexico,25.554167,-100.669445,,,NON-FATAL,Substantial,,McDonnell Douglas,DC-9,SCHD,,0,0,80.0,IMC,,2002
IAD01IA034,2001-03-06,"Boston, MA",United States,42.366667,-71.0,BOS,Boston Logan,INCIDENT,Minor,N375FE,McDonnell Douglas,DC-10,SCHD,,0,0,4.0,IMC,TAKEOFF,2001
DEN04IA012,2003-10-12,"Denver, CO",United States,39.858333,-104.666945,DEN,Denver International,INCIDENT,Minor,N375FE,McDonnell Douglas,DC-10,SCHD,,0,0,7.0,VMC,TAKEOFF,2003
ATL02IA155,2002-08-10,"Tampa, FL",United States,27.975278,-82.533056,TPA,Tampa International Airport,INCIDENT,Minor,N388FE,McDonnell Douglas,DC-10,SCHD,,0,0,4.0,VMC,APPROACH,2002
DCA01WA009,2000-12-23,"FAAA Tahiti, French Polynesia",French Polynesia,,,NTAA,Tahiti-FAAA International Airp,NON-FATAL,Substantial,N132AA,McDonnell Douglas,DC-10,SCHD,,0,0,139.0,IMC,,2000
DCA96MA079,1996-09-05,"NEWBURGH, NY",United States,,,SWF,NEWBURGH/STEWART INTL,NON-FATAL,Destroyed,N68055,McDonnell Douglas,DC-10,NSCH,,0,0,3.0,IMC,CRUISE,1996
DCA05WA081,2005-07-01,"Chittagong, Bangladesh",Bangladesh,,,,,NON-FATAL,Substantial,,McDonnell Douglas,DC-10,SCHD,,0,0,216.0,,,2005
CHI01WA014,2000-10-10,"PARIS, France",France,,,,,NON-FATAL,,N234NW,McDonnell Douglas,DC-10,SCHD,,0,2,197.0,VMC,,2000
DCA07WA010,2006-11-17,"Baranquilla, Colombia",Colombia,,,,,INCIDENT,Minor,N305FE,McDonnell Douglas,DC-10,NSCH,,0,0,,,,2006
DCA00WA014,1999-12-18,"AMSTERDAM, Netherlands",Netherlands,,,,,NON-FATAL,Substantial,N800WR,McDonnell Douglas,DC-10,SCHD,,0,0,3.0,UNK,,1999
WAS02RA037,2002-04-27,"San Salvador, El Salvador",El Salvador,,,MSLP,Dummy,NON-FATAL,Substantial,N141WE,McDonnell Douglas,DC-10,NSCH,,0,0,5.0,VMC,,2002
MIA07IA047,2007-02-04,"Miami, FL",United States,25.793055,-80.290555,MIA,Miami International Airport,INCIDENT,Minor,HK2277,McDonnell Douglas,DC-8,SCHD,,0,0,3.0,IMC,LANDING,2007
FTW04WA194,2004-07-21,"Mexico City, Mexico",Mexico,,,,,UNAVAILABLE,Destroyed,,McDonnell Douglas,DC-9,SCHD,,0,0,,IMC,,2004
DCA08RA077,2008-07-06,"Saltillo, Mexico",Mexico,,,,,FATAL,Destroyed,N199US,McDonnell Douglas,DC-9,NSCH,,1,1,,IMC,,2008
WAS06RA005,2005-12-10,"Port Harcourt, Nigeria",Nigeria,,,PHC,Port Harcourt Airport,FATAL,Destroyed,,McDonnell Douglas,DC-9,SCHD,,107,3,,IMC,,2005
CHI02FA289,2002-09-22,"Minneapolis, MN",United States,44.880556,-93.216945,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-,NON-FATAL,Substantial,N941N,McDonnell Douglas,DC-9,SCHD,,0,0,85.0,VMC,TAXI,2002
NYC02LA056,2002-01-20,"Dulles, VA",United States,38.95,-77.446666,IAD,Washington Dulles,NON-FATAL,Substantial,N837AT,McDonnell Douglas,DC-9,SCHD,,0,0,66.0,VMC,TAXI,2002
CHI02LA069,2002-01-24,"Indianapolis, IN",United States,,,IND,Indianapolis International,NON-FATAL,,N754NW,McDonnell Douglas,DC-9,SCHD,,0,1,74.0,VMC,STANDING,2002
DCA08RA050,2008-04-15,"Goma, Congo",Congo,,,,,FATAL,Destroyed,,McDonnell Douglas,DC-9,SCHD,,40,111,51.0,,,2008
